Publisher Label,Publisher URI,RegistrationDate,Ethnicity,Nationality,Reason,Need,Age,DecisionDate,Decision,DecisionCode
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/09/2011 00:00:00,White: British,UK National,resident llord eviction,vulnerable - physical,59,30/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/05/2011 00:00:00,Other,Not Rec,rent arrears - private,dependent children,29,30/03/2012 00:00:00,Intentionally homeless,2
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,17/08/2011 00:00:00,White: Other,UK National,rent arrears - private,dependent children,39,30/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,26/04/2011 00:00:00,White: British,UK National,DV - assoc pers not partn,vulnerable - physical,27,30/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,23/08/2011 00:00:00,White: Other,Other EEA National,end AST not arrears,dependent children,45,30/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/09/2011 00:00:00,White: British,UK National,other,dependent children,55,30/03/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/05/2011 00:00:00,Asian/AsBrit: Other,Not Rec,leaving hospital,vulnerable - physical,22,03/04/2012 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/03/2012 00:00:00,Black/BlkBrit: Other,Not Rec,relationshp brkdwn not DV,dependent children,31,03/04/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/04/2012 00:00:00,Black/BlkBrit: Other,Not Rec,end AST not arrears,care leaver under 21 yrs,19,13/04/2012 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,05/01/2012 00:00:00,Mixed: White/Black Africn,Not Rec,eviction - parents,dependent children,16,13/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,10/02/2012 00:00:00,Black/BlkBrit: African,UK National,eviction - relatives,dependent children,38,16/04/2012 00:00:00,Intentionally homeless,2
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,27/05/2011 00:00:00,White: Other,Other EEA National,other,dependent children,27,18/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,11/04/2011 00:00:00,Black/BlkBrit: Other,Non-EEA National,eviction - parents,dependent children,24,18/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,27/04/2011 00:00:00,Black/BlkBrit: Other,Other EEA National,rent arrears - private,dependent children,46,18/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,14/03/2011 00:00:00,White: British,UK National,rent arrears - private,dependent children,32,18/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/11/2011 00:00:00,White: Other,UK National,loss of rented - other,dependent children,28,18/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/06/2011 00:00:00,White: British,UK National,eviction - parents,dependent children,19,19/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/10/2011 00:00:00,Asian/AsBrit: Pakistani,UK National,end AST not arrears,dependent children,37,19/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,15/03/2012 00:00:00,White: British,UK National,end AST not arrears,dependent children,26,19/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,03/10/2011 00:00:00,Asian/AsBrit: Pakistani,UK National,resident llord eviction,vulnerable - physical,31,19/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,21/02/2012 00:00:00,White: Other,Romania,DV - partner,dependent children,34,19/04/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/09/2011 00:00:00,White: Other,Poland,end AST not arrears,dependent children,45,19/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/05/2011 00:00:00,Black/BlkBrit: Caribbean,Non-EEA National,rent arrears - HA,dependent children,48,19/04/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/10/2011 00:00:00,Asian/AsBrit: Other,UK National,end AST not arrears,dependent children,32,19/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,14/03/2012 00:00:00,Black/BlkBrit: African,UK National,DV - partner,dependent children,43,19/04/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/06/2011 00:00:00,White: British,Not Rec,end AST not arrears,dependent children,22,20/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,04/04/2012 00:00:00,Asian/AsBrit: Other,Non-EEA National,"unsuitable, unfit proprty",dependent children,29,20/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/09/2011 00:00:00,Black/BlkBrit: Other,Non-EEA National,eviction - relatives,dependent children,53,20/04/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/04/2012 00:00:00,White: British,Not Rec,eviction - relatives,dependent children,22,23/04/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,26/01/2012 00:00:00,White: British,UK National,leaving care,young person 16/17 yrs,17,23/04/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,04/10/2011 00:00:00,No Information Provided,UK National,loss of rented - other,dependent children,31,23/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,14/09/2011 00:00:00,White: British,UK National,eviction - relatives,dependent children,19,23/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,04/04/2012 00:00:00,Asian/AsBrit: Pakistani,UK National,end AST not arrears,dependent children,54,23/04/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/11/2011 00:00:00,White: British,UK National,rent arrears - LA,dependent children,21,24/04/2012 00:00:00,Intentionally homeless,2
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/03/2012 00:00:00,White: British,Other EEA National,loss of rented - other,drug dependency,32,24/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,24/04/2012 00:00:00,Asian/AsBrit: Pakistani,UK National,rent arrears - private,vulnerable - physical,39,24/04/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,27/03/2012 00:00:00,Black/BlkBrit: African,Non-EEA National,end AST not arrears,vulnerable-mental illness,39,24/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/10/2011 00:00:00,Other,Non-EEA National,eviction - friends,dependent children,27,24/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/04/2012 00:00:00,White: British,UK National,sleeping rough,vulnerable - physical,58,24/04/2012 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/01/2012 00:00:00,White: British,UK National,other harassment,vulnerable-mental illness,29,25/04/2012 00:00:00,management transfer,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,23/04/2012 00:00:00,White: Other,Other EEA National,other,vulnerable - other,41,25/04/2012 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/10/2011 00:00:00,White: British,Not Rec,eviction - friends,dependent children,23,25/04/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/04/2012 00:00:00,Other,Other EEA National,rent arrears - private,dependent children,44,25/04/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,17/04/2012 00:00:00,Asian/AsBrit: Other,Non-EEA National,resident llord eviction,dependent children,23,25/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,18/10/2011 00:00:00,Asian/AsBrit: Pakistani,Other EEA National,eviction - relatives,dependent children,55,25/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,01/08/2011 00:00:00,Black/BlkBrit: Caribbean,Non-EEA National,eviction - relatives,dependent children,28,25/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,30/03/2012 00:00:00,White: British,Not Rec,eviction - relatives,vulnerable - old age,64,25/04/2012 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,10/10/2011 00:00:00,White: British,Not Rec,sleeping rough,pregnant,36,25/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,30/08/2011 00:00:00,Black/BlkBrit: Other,Not Rec,end AST not arrears,dependent children,29,26/04/2012 00:00:00,Intentionally homeless,2
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/04/2012 00:00:00,Black/BlkBrit: Other,UK National,DV - partner,dependent children,26,27/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,30/06/2011 00:00:00,Asian/AsBrit: Pakistani,UK National,eviction - relatives,dependent children,31,27/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/01/2012 00:00:00,Asian/AsBrit: Pakistani,UK National,rent arrears - private,dependent children,19,27/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,11/11/2011 00:00:00,White: British,UK National,eviction - relatives,dependent children,22,27/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/12/2011 00:00:00,White: British,UK National,other,dependent children,21,27/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/04/2012 00:00:00,Other,Not Rec,eviction - relatives,dependent children,36,27/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,15/03/2012 00:00:00,Black/BlkBrit: African,Not Rec,eviction - relatives,dependent children,20,27/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/02/2012 00:00:00,White: British,UK National,eviction - parents,dependent children,21,27/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,14/02/2012 00:00:00,No Information Provided,Not Rec,end AST not arrears,dependent children,30,27/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/04/2011 00:00:00,White: British,UK National,end AST not arrears,pregnant,26,27/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/04/2012 00:00:00,White: British,UK National,other,vulnerable-mental illness,32,27/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,15/03/2012 00:00:00,Mixed: White/Black Africn,Non-EEA National,end AST not arrears,dependent children,39,27/04/2012 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,23/08/2011 00:00:00,White: British,UK National,rent arrears - private,dependent children,24,27/04/2012 00:00:00,Intentionally homeless,2
